text,term_true,cat_true,pol_true,analysis
"the sound is rich and plenty loud enough , but it won ' t replace your music system .","['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': 'the sound is rich and plenty loud enough', 'sentiment': 'positive'}]"
backlit allow even guys with large hands to use this keyboard comfortably in any lighting .,"['KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'backlit allow even guys with large hands to use this keyboard comfortably', 'sentiment': 'positive'}]"
the trackpad and touchscreen are both excellent .,"['KEYBOARD', 'DISPLAY']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Touchpad', 'segment': 'the trackpad is excellent', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Touchscreen', 'segment': 'the touchscreen is excellent', 'sentiment': 'positive'}]"
the speaker sound is ok but not great .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['GENERAL', 'GENERAL']","['1', '1']","[{'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': 'the speaker sound is ok', 'sentiment': 'neutral'}, {'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': 'but not great', 'sentiment': 'neutral'}]"
i really do love this chromebook because it provides a large amount of utility and is perfect for a university setting and environment .,"['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Usability', 'aspect': 'Chromebook', 'segment': 'i really do love this chromebook', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'Chromebook', 'segment': 'it provides a large amount of utility', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'Chromebook', 'segment': 'is perfect for a university setting and environment', 'sentiment': 'positive'}]"
"* the usb - c ports are working well , and i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging .",['PORTS'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'the usb - c ports are working well', 'sentiment': 'positive'}, {'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging', 'sentiment': 'positive'}]"
speaker : good speakers but not the loudest .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': 'good speakers', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': 'not the loudest', 'sentiment': 'negative'}]"
the device is so sturdy and clean looking it is a pleasure to hold in my hands .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Construction', 'segment': 'the device is so sturdy', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Construction', 'segment': 'clean looking', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Construction', 'segment': 'a pleasure to hold in my hands', 'sentiment': 'positive'}]"
the touchscreen is very responsive and works great in tablet mode .,"['DISPLAY', 'DISPLAY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Touchscreen', 'segment': 'the touchscreen is very responsive', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Touchscreen', 'segment': 'works great in tablet mode', 'sentiment': 'positive'}]"
the battery life is touted as 10 hours but i find that 7 .,['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'the battery life is touted as 10 hours', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'i find that 7 . 5 is more accurate', 'sentiment': 'positive'}]"
this is a fantastic chromebook .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'this is a fantastic chromebook', 'sentiment': 'positive'}]"
- single battery charge can last 13 - 9 hours depending on wifi / video / app demand,['BATTERY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'single battery charge can last 13 - 9 hours depending on wifi / video / app demand', 'sentiment': 'positive'}]"
i love this chromebook .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'i love this chromebook', 'sentiment': 'positive'}]"
"the touchscreen works very well , and android apps are working right now if you ' re on the beta channel for chrome os .",['SOFTWARE'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Touchscreen', 'segment': 'the touchscreen works very well', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Touchscreen', 'segment': 'android apps are working right now', 'sentiment': 'positive'}]"
i love this chromebook !,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'i love this chromebook', 'sentiment': 'positive'}]"
/ / really love this device .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'really love this device', 'sentiment': 'positive'}]"
i really like the keyboard .,['KEYBOARD'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'i really like the keyboard', 'sentiment': 'positive'}]"
the only drawback to the device so far is that it ' s not especially comfortable to use in tablet mode ; the edges of the bezel are little too ` ` sharp ` ` to comfortably rest your palms and at 2 .,['LAPTOP'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Bezel', 'segment': 'the edges of the bezel are little too ` ` sharp ` ` to comfortably rest your palms', 'sentiment': 'negative'}, {'category': 'Portability', 'aspect': 'Laptop', 'segment': ""it ' s a little too heavy to hold for long periods of time"", 'sentiment': 'negative'}]"
"as a laptop , this is just the size i need .",['LAPTOP'],['DESIGN_FEATURES'],['2'],"[{'category': 'Design_Features', 'aspect': 'Size', 'segment': 'as a laptop , this is just the size i need', 'sentiment': 'positive'}]"
"the keyboard is often - praised , but i don ' t find it particularly spectacular .","['KEYBOARD', 'KEYBOARD']","['GENERAL', 'GENERAL']","['2', '1']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard is often - praised', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': ""i don ' t find it particularly spectacular"", 'sentiment': 'negative'}]"
"it is very light , and it seems surprisingly sturdy .","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Portability', 'aspect': 'Laptop', 'segment': 'very light', 'sentiment': 'positive'}, {'category': 'Portability', 'aspect': 'Laptop', 'segment': 'seems surprisingly sturdy', 'sentiment': 'positive'}]"
the battery life seems just as promised .,['BATTERY'],['GENERAL'],['1'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'the battery life seems just as promised', 'sentiment': 'positive'}]"
"the keyboard is comfortable to type on , although i haven ' t done so for more than a 1 - 2 hours .",['KEYBOARD'],['USABILITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard is comfortable to type on', 'sentiment': 'positive'}]"
the screen is clear and bright and the system doesn ' t lag unless i have a large number of tabs open .,"['DISPLAY', 'DISPLAY', 'OS']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the screen is clear and bright', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'System', 'segment': ""the system doesn ' t lag unless i have a large number of tabs open"", 'sentiment': 'positive'}]"
"first , use case : i write a lot for work and use a chromebook as my daily driver for notes , word processing , spreadsheets , etc .",['LAPTOP'],['GENERAL'],['1'],"[{'category': 'Usability', 'aspect': 'OS', 'segment': 'i write a lot for work and use a chromebook as my daily driver for notes , word processing , spreadsheets , etc .', 'sentiment': 'positive'}]"
battery last incredibly long .,"['BATTERY', 'BATTERY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'battery last incredibly long', 'sentiment': 'positive'}]"
it found and connected to my wireless printer also with no problems .,['LAPTOP'],['CONNECTIVITY'],['2'],"[{'category': 'Connectivity', 'aspect': 'Printer', 'segment': 'it found and connected to my wireless printer also with no problems', 'sentiment': 'positive'}]"
this is exactly what i wanted .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this is exactly what i wanted', 'sentiment': 'positive'}]"
i now feel like this could be my main computer for work and fun .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Usability', 'aspect': 'Laptop', 'segment': 'i now feel like this could be my main computer for work and fun', 'sentiment': 'positive'}]"
give the asus flip 302 consideration .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'give the asus flip 302 consideration', 'sentiment': 'positive'}]"
its battery life is quite good and the keyboard experience is great .,"['BATTERY', 'KEYBOARD']","['GENERAL', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'its battery life is quite good', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Keyboard', 'segment': 'the keyboard experience is great', 'sentiment': 'positive'}]"
the plugs are good and bad .,['PORTS'],['GENERAL'],['1'],"[{'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'the plugs are good and bad', 'sentiment': 'neutral'}]"
i plugged in regular headphones and it was horribly low - very unenjoyable to listen to music this way .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0', '0']","[{'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'i plugged in regular headphones', 'sentiment': 'negative'}, {'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'it was horribly low', 'sentiment': 'negative'}, {'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'very unenjoyable to listen to music this way', 'sentiment': 'negative'}]"
"nice sized keyboard , works great as a tablet ( even shuts off the keyboard in tablet mode ) .","['KEYBOARD', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'nice sized keyboard', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'works great as a tablet', 'sentiment': 'positive'}]"
this machine is far better than anything i ' ve ever owned .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""this machine is far better than anything i ' ve ever owned"", 'sentiment': 'positive'}]"
perfect size to use in bed and nice and bright .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'nice and bright', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'perfect size to use in bed', 'sentiment': 'positive'}]"
i don ' t think you ' ll find a better laptop at this price point .,['LAPTOP'],['PRICE'],['2'],"[{'category': 'Price', 'aspect': 'Laptop', 'segment': ""you ' ll find a better laptop at this price point"", 'sentiment': 'positive'}]"
it ' s super thin and super light .,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': ""it ' s super thin"", 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'super light', 'sentiment': 'positive'}]"
"as a traveler , this fits in my backpack without all the added weight of a small 13 ` ` laptop .",['LAPTOP'],['PORTABILITY'],['2'],"[{'category': 'Portability', 'aspect': 'Laptop', 'segment': 'fits in my backpack', 'sentiment': 'positive'}, {'category': 'Portability', 'aspect': 'Laptop', 'segment': 'without all the added weight of a small 13 ` ` laptop', 'sentiment': 'positive'}]"
it is very light in weight but feels quite durable and strong .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Portability', 'aspect': 'Laptop', 'segment': 'very light in weight', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Laptop', 'segment': 'feels quite durable and strong', 'sentiment': 'positive'}]"
the picture quality is very good and the book itself is responsive and fast .,"['DISPLAY', 'LAPTOP', 'LAPTOP']","['QUALITY', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the picture quality is very good', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'the book itself is responsive and fast', 'sentiment': 'positive'}]"
i can ' t recommend the asus c302 enough .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Recommendation', 'aspect': 'Laptop', 'segment': ""i can ' t recommend the asus c302 enough"", 'sentiment': 'positive'}]"
the keyboard itself is probably the one physical weak point .,['KEYBOARD'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard itself is probably the one physical weak point', 'sentiment': 'negative'}]"
the touchscreen works well .,['DISPLAY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Touchscreen', 'segment': 'the touchscreen works well', 'sentiment': 'positive'}]"
"but , it does work and is handy .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Usability', 'aspect': 'Functionality', 'segment': 'it does work and is handy', 'sentiment': 'positive'}]"
it ' s very light and sitting on the couch typing this is comfortable .,"['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'USABILITY']","['2', '2']","[{'category': 'Portability', 'aspect': 'Laptop', 'segment': ""it ' s very light"", 'sentiment': 'positive'}, {'category': 'Portability', 'aspect': 'Laptop', 'segment': 'sitting on the couch typing this is comfortable', 'sentiment': 'positive'}]"
