text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
"- the touch screen isn ' t as accurate as i wish , for cases like tapping tiny things around the edges .",['DISPLAY'],['GENERAL'],['0'],"[{'category': 'Design_Features', 'aspect': 'Touchscreen', 'segment': ""the touch screen isn't as accurate as I wish"", 'sentiment': 'negative', 'review_id': 701}, {'category': 'Design_Features', 'aspect': 'Touchscreen', 'segment': 'for cases like tapping tiny things around the edges', 'sentiment': 'negative', 'review_id': 701}]","['Touchscreen', 'Touchscreen']","['Design_Features', 'Design_Features']","[0, 0]","[""the touch screen isn't as accurate as I wish"", 'for cases like tapping tiny things around the edges']"
- the screen size is an awkward 16 : 9 and provides a 1920x1080 resolution ( although the default is set to 1536x864 ) .,['DISPLAY'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen size is an awkward 16 : 9 and provides a 1920x1080 resolution ( although the default is set to 1536x864 )', 'sentiment': 'negative', 'review_id': 702}]",['Screen'],['Design_Features'],[0],['the screen size is an awkward 16 : 9 and provides a 1920x1080 resolution ( although the default is set to 1536x864 )']
"for 99 % of the people looking at chromebooks right now for personal use , this asus is probably the best choice in the market .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Chromebook', 'segment': 'for 99 % of the people looking at chromebooks right now for personal use, ', 'sentiment': 'positive', 'review_id': 703}, {'category': 'General', 'aspect': 'ASUS', 'segment': 'this asus is probably the best choice in the market', 'sentiment': 'positive', 'review_id': 703}]","['Chromebook', 'ASUS']","['Design_Features', 'General']","[2, 2]","['for 99 % of the people looking at chromebooks right now for personal use, ', 'this asus is probably the best choice in the market']"
"overall , i am extremely impressed with this chromebook and would highly recommend this to others .","['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Chromebook', 'segment': 'i am extremely impressed with this chromebook', 'sentiment': 'positive', 'review_id': 704}, {'category': 'Recommendation', 'aspect': 'Chromebook', 'segment': 'would highly recommend this to others', 'sentiment': 'positive', 'review_id': 704}]","['Chromebook', 'Chromebook']","['Operation_Performance', 'Recommendation']","[2, 2]","['i am extremely impressed with this chromebook', 'would highly recommend this to others']"
it works well as a tablet .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Tablet', 'segment': 'it works well as a tablet', 'sentiment': 'positive', 'review_id': 705}]",['Tablet'],['Operation_Performance'],[2],['it works well as a tablet']
it works great as a laptop and for the things i do which tend to be web based .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'it works great as a laptop', 'sentiment': 'positive', 'review_id': 706}, {'category': 'Operation_Performance', 'aspect': 'Web_Based', 'segment': 'for the things i do which tend to be web based', 'sentiment': 'positive', 'review_id': 706}]","['Laptop', 'Web_Based']","['Operation_Performance', 'Operation_Performance']","[2, 2]","['it works great as a laptop', 'for the things i do which tend to be web based']"
"nevertheless , i did have my own nitpicking issues with it but for the $ 250 price tag it launched with , it was well worth it .",['LAPTOP'],['PRICE'],['2'],[],[],[],[],[]
"i found the display to be very vibrant , with excellent pixel density .","['DISPLAY', 'DISPLAY']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'i found the display to be very vibrant, with excellent pixel density', 'sentiment': 'positive', 'review_id': 708}]",['Display'],['Design_Features'],[2],"['i found the display to be very vibrant, with excellent pixel density']"
i like the dispersion of ports and feel it helps with the ergonomics of your daily usage .,['PORTS'],['USABILITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Ports', 'segment': 'dispersion of ports', 'sentiment': 'positive', 'review_id': 709}, {'category': 'Design_Features', 'aspect': 'Ergonomics', 'segment': 'helps with the ergonomics of your daily usage', 'sentiment': 'positive', 'review_id': 709}]","['Ports', 'Ergonomics']","['Design_Features', 'Design_Features']","[2, 2]","['dispersion of ports', 'helps with the ergonomics of your daily usage']"
"still , for $ 450 i ' m a huge fan of the screen and the excellent overall build quality .","['DISPLAY', 'LAPTOP']","['GENERAL', 'QUALITY']","['2', '2']","[{'category': 'Price', 'aspect': '450', 'segment': 'for $ 450', 'sentiment': 'positive', 'review_id': 710}, {'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen', 'sentiment': 'positive', 'review_id': 710}, {'category': 'Design_Features', 'aspect': 'Build Quality', 'segment': 'the excellent overall build quality', 'sentiment': 'positive', 'review_id': 710}]","['450', 'Screen', 'Build Quality']","['Price', 'Design_Features', 'Design_Features']","[2, 2, 2]","['for $ 450', 'the screen', 'the excellent overall build quality']"
"and even with all of the new competition hitting the market with higher price points , the c302 still offers the best premium chrome os experience at a respectable price .","['LAPTOP', 'OS', 'OS']","['PRICE', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'Value', 'aspect': 'Price', 'segment': 'at a respectable price', 'sentiment': 'positive', 'review_id': 711}, {'category': 'Operation_Performance', 'aspect': 'Chrome OS', 'segment': 'the best premium chrome os experience', 'sentiment': 'positive', 'review_id': 711}]","['Price', 'Chrome OS']","['Value', 'Operation_Performance']","[2, 2]","['at a respectable price', 'the best premium chrome os experience']"
the screen is fantastic .,['DISPLAY'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'the screen is fantastic', 'sentiment': 'positive', 'review_id': 712}]",['Screen'],['Design_Features'],[2],['the screen is fantastic']
the mousepad feels very comfortable to use .,['MOUSE'],['USABILITY'],['2'],"[{'category': 'Design_Features', 'aspect': 'Mousepad', 'segment': 'the mousepad feels very comfortable to use', 'sentiment': 'positive', 'review_id': 713}]",['Mousepad'],['Design_Features'],[2],['the mousepad feels very comfortable to use']
the battery performance is all it ' s cracked up to be .,['BATTERY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': ""the battery performance is all it ' s cracked up to be"", 'sentiment': 'positive', 'review_id': 714}]",['Battery'],['Operation_Performance'],[2],"[""the battery performance is all it ' s cracked up to be""]"
"the sound is rich and plenty loud enough , but it won ' t replace your music system .","['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Sound', 'aspect': 'Sound', 'segment': 'the sound is rich and plenty loud enough', 'sentiment': 'positive', 'review_id': 715}, {'category': 'Sound', 'aspect': 'Sound', 'segment': ""but it won ' t replace your music system"", 'sentiment': 'negative', 'review_id': 715}]","['Sound', 'Sound']","['Sound', 'Sound']","[2, 0]","['the sound is rich and plenty loud enough', ""but it won ' t replace your music system""]"
backlit allow even guys with large hands to use this keyboard comfortably in any lighting .,"['KEYBOARD', 'KEYBOARD']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'backlit allow even guys with large hands to use this keyboard comfortably in any lighting', 'sentiment': 'positive', 'review_id': 716}]",['Keyboard'],['Design_Features'],[2],['backlit allow even guys with large hands to use this keyboard comfortably in any lighting']
the trackpad and touchscreen are both excellent .,"['KEYBOARD', 'DISPLAY']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'the trackpad is excellent', 'sentiment': 'positive', 'review_id': 717}, {'category': 'Design_Features', 'aspect': 'Touchscreen', 'segment': 'the touchscreen is excellent', 'sentiment': 'positive', 'review_id': 717}]","['Trackpad', 'Touchscreen']","['Design_Features', 'Design_Features']","[2, 2]","['the trackpad is excellent', 'the touchscreen is excellent']"
the speaker sound is ok but not great .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['GENERAL', 'GENERAL']","['1', '1']","[{'category': 'Sound', 'aspect': 'Speaker', 'segment': 'the speaker sound is ok', 'sentiment': 'positive', 'review_id': 718}, {'category': 'Sound', 'aspect': 'Speaker', 'segment': 'but not great', 'sentiment': 'negative', 'review_id': 718}]","['Speaker', 'Speaker']","['Sound', 'Sound']","[2, 0]","['the speaker sound is ok', 'but not great']"
i really do love this chromebook because it provides a large amount of utility and is perfect for a university setting and environment .,"['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Chromebook', 'segment': 'i really do love this chromebook because it provides a large amount of utility and is perfect for a university setting and environment', 'sentiment': 'positive', 'review_id': 719}]",['Chromebook'],['Design_Features'],[2],['i really do love this chromebook because it provides a large amount of utility and is perfect for a university setting and environment']
"* the usb - c ports are working well , and i bought a multiple port adapter , which gives me a regular usb port along with a hdmi port an another usb - c port for charging .",['PORTS'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'USB-C Ports', 'segment': 'the USB-C ports are working well', 'sentiment': 'positive', 'review_id': 720}, {'category': 'Design_Features', 'aspect': 'Multiple Port Adapter', 'segment': 'I bought a multiple port adapter, which gives me a regular USB port along with a HDMI port and another USB-C port for charging', 'sentiment': 'positive', 'review_id': 720}]","['USB-C Ports', 'Multiple Port Adapter']","['Design_Features', 'Design_Features']","[2, 2]","['the USB-C ports are working well', 'I bought a multiple port adapter, which gives me a regular USB port along with a HDMI port and another USB-C port for charging']"
speaker : good speakers but not the loudest .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Speakers', 'segment': 'good speakers', 'sentiment': 'positive', 'review_id': 721}, {'category': 'Design_Features', 'aspect': 'Speakers', 'segment': 'but not the loudest', 'sentiment': 'negative', 'review_id': 721}]","['Speakers', 'Speakers']","['Design_Features', 'Design_Features']","[2, 0]","['good speakers', 'but not the loudest']"
the device is so sturdy and clean looking it is a pleasure to hold in my hands .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Device', 'segment': 'the device is so sturdy and clean looking', 'sentiment': 'positive', 'review_id': 722}]",['Device'],['Design_Features'],[2],['the device is so sturdy and clean looking']
the touchscreen is very responsive and works great in tablet mode .,"['DISPLAY', 'DISPLAY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Touchscreen', 'segment': 'the touchscreen is very responsive', 'sentiment': 'positive', 'review_id': 723}, {'category': 'Design_Features', 'aspect': 'Tablet Mode', 'segment': 'and works great in tablet mode', 'sentiment': 'positive', 'review_id': 723}]","['Touchscreen', 'Tablet Mode']","['Design_Features', 'Design_Features']","[2, 2]","['the touchscreen is very responsive', 'and works great in tablet mode']"
the battery life is touted as 10 hours but i find that 7 .,['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Battery', 'aspect': 'Battery', 'segment': 'the battery life is touted as 10 hours', 'sentiment': 'positive', 'review_id': 724}, {'category': 'Battery', 'aspect': 'Battery', 'segment': 'but i find that 7', 'sentiment': 'negative', 'review_id': 724}]","['Battery', 'Battery']","['Battery', 'Battery']","[2, 0]","['the battery life is touted as 10 hours', 'but i find that 7']"
this is a fantastic chromebook .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
- single battery charge can last 13 - 9 hours depending on wifi / video / app demand,['BATTERY'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Battery', 'aspect': 'Battery', 'segment': 'single battery charge can last 13 - 9 hours depending on wifi / video / app demand', 'sentiment': 'positive', 'review_id': 726}]",['Battery'],['Battery'],[2],['single battery charge can last 13 - 9 hours depending on wifi / video / app demand']
i love this chromebook .,"['LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']",[],[],[],[],[]
"the touchscreen works very well , and android apps are working right now if you ' re on the beta channel for chrome os .",['SOFTWARE'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Touchscreen', 'segment': 'the touchscreen works very well', 'sentiment': 'positive', 'review_id': 728}, {'category': 'Operation_Performance', 'aspect': 'Android_Apps', 'segment': 'and android apps are working right now', 'sentiment': 'positive', 'review_id': 728}, {'category': 'Operation_Performance', 'aspect': 'Chrome_OS', 'segment': ""if you ' re on the beta channel for chrome os"", 'sentiment': 'positive', 'review_id': 728}]","['Touchscreen', 'Android_Apps', 'Chrome_OS']","['Operation_Performance', 'Operation_Performance', 'Operation_Performance']","[2, 2, 2]","['the touchscreen works very well', 'and android apps are working right now', ""if you ' re on the beta channel for chrome os""]"
i love this chromebook !,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
/ / really love this device .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
i really like the keyboard .,['KEYBOARD'],['GENERAL'],['2'],[],[],[],[],[]
the only drawback to the device so far is that it ' s not especially comfortable to use in tablet mode ; the edges of the bezel are little too ` ` sharp ` ` to comfortably rest your palms and at 2 .,['LAPTOP'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Tablet Mode', 'segment': 'not especially comfortable to use in tablet mode', 'sentiment': 'negative', 'review_id': 732}, {'category': 'Design_Features', 'aspect': 'Bezel', 'segment': 'edges of the bezel are little too ` ` sharp ` ` to comfortably rest your palms', 'sentiment': 'negative', 'review_id': 732}, {'category': 'Design_Features', 'aspect': 'Weight', 'segment': ""2 . 4 pounds , it ' s a bit too heavy to hold for long periods of time"", 'sentiment': 'negative', 'review_id': 732}]","['Tablet Mode', 'Bezel', 'Weight']","['Design_Features', 'Design_Features', 'Design_Features']","[0, 0, 0]","['not especially comfortable to use in tablet mode', 'edges of the bezel are little too ` ` sharp ` ` to comfortably rest your palms', ""2 . 4 pounds , it ' s a bit too heavy to hold for long periods of time""]"
